Année;Catégorie;Nom;Lauréat;Sexe;Pour
2011;Meilleure Musique Écrite pour un Film;Grégoire Hetzel;Non;M;L'ARBRE
2016;Meilleure Musique Originale;Grégoire Hetzel;Non;M;TROIS SOUVENIRS DE MA JEUNESSE
1985;Meilleure Musique;Hans-Werner Henze;Non;M;L'AMOUR À MORT
1987;Meilleure Musique;Herbie Handcock;Oui;M;AUTOUR DE MINUIT
1999;Meilleure Musique;IAM;Non;M;TAXI
2017;Meilleure Musique Originale;Ibrahim Maalouf;Oui;M;DANS LES FORÊTS DE SIBÉRIE
2015;Meilleure Musique Originale;Ibrahim Maalouf;Non;M;YVES SAINT LAURENT
2015;Meilleure Musique Originale;Jean-Baptiste de Laubier;Non;M;BANDE DE FILLES
1991;Meilleure Musique;Jean-Claude Petit;Oui;M;CYRANO DE BERGERAC
1987;Meilleure Musique;Jean-Claude Petit;Non;M;JEAN DE FLORETTE
1996;Meilleure Musique;Jean-Claude Petit;Non;M;LE HUSSARD SUR LE TOIT
1989;Meilleur Acteur dans un Second Rôle;Patrick Bouchitey;Non;M;LA VIE EST UN LONG FLEUVE TRANQUILLE
2013;Meilleur Acteur;Patrick Bruel;Non;M;LE PRÉNOM
2006;Meilleur Acteur;Patrick Chesnais;Non;M;JE NE SUIS PAS LÀ POUR ÊTRE AIMÉ
1989;Meilleur Acteur dans un Second Rôle;Patrick Chesnais;Oui;M;LA LECTRICE
2014;Meilleur Acteur dans un Second Rôle;Patrick Chesnais;Non;M;LES BEAUX JOURS
2014;Meilleur Acteur dans un Second Rôle;Patrick D'Assumçao;Non;M;L'INCONNU DU LAC
1982;Meilleur Acteur;Patrick Dewaere;Non;M;BEAU-PÈRE
1981;Meilleur Acteur;Patrick Dewaere;Non;M;UN MAUVAIS FILS
1980;Meilleur Acteur;Patrick Dewaere;Non;M;SÉRIE NOIRE
1978;Meilleur Acteur;Patrick Dewaere;Non;M;LE JUGE FAYARD DIT "LE SHÉRIFF"
1977;Meilleur Acteur;Patrick Dewaere;Non;M;LA MEILLEURE FAÇON DE MARCHER
1976;Meilleur Acteur dans un Second Rôle;Patrick Dewaere, Victor Lanoux;Non;M;ADIEU POULET
1992;Meilleure Musique;Jean-Claude Petit;Non;M;MAYRIG
2009;Meilleure Musique Écrite pour un Film;Jean-Louis Aubert;Non;M;IL Y A LONGTEMPS QUE JE T'AIME
1994;Meilleure Musique;Jean-Louis Roques;Non;M;GERMINAL
2007;Meilleure Musique Écrite pour un Film;Jérôme Lemonnier;Non;M;LA TOURNEUSE DE PAGES
1998;Meilleur Acteur;Patrick Timsit;Non;M;LE COUSIN
1997;Meilleur Acteur;Patrick Timsit;Non;M;PÉDALE DOUCE
1993;Meilleur Acteur dans un Second Rôle;Patrick Timsit;Non;M;LA CRISE
2001;Meilleure Musique;John Cale;Non;M;SAINT-CYR
1998;Meilleure Musique;Jordi Savall;Non;M;MARQUISE
1992;Meilleure Musique;Jordi Savall;Oui;M;TOUS LES MATINS DU MONDE
2014;Meilleure Musique Originale;Jorge Arriagada;Non;M;ALCESTE À BICYCLETTE
1986;Meilleure Musique;José Luis Castiñeira de Dios, Astor Piazzola;Oui;M;TANGOS, L'EXIL DE GARDEL
2002;Meilleure Musique Écrite pour un Film;Joseph LoDuca;Non;M;LE PACTE DES LOUPS
1994;Meilleure Musique;Khaled;Oui;M;UN DEUX TROIS SOLEIL
2003;Meilleure Musique Écrite pour un Film;Krishna Levy;Non;M;8 FEMMES
2015;Meilleure Musique Originale;Lionel Flairs, Benoît Rault, Philippe Deshaies;Non;M;LES COMBATTANTS
2014;Meilleure Musique Originale;Loïk Dury, Christophe "Disco" Minck;Non;M;CASSE-TÊTE CHINOIS
2012;Meilleure Musique Originale;Ludovic Bource;Oui;M;THE ARTIST
2009;Meilleure Musique Écrite pour un Film;Marco Beltrami, Marcus Trumpp;Non;M;MESRINE (1ÈRE PARTIE L'INSTINCT DE MORT / 2E PARTIE L'ENNEMI PUBLIC N°1)
2007;Meilleure Musique Écrite pour un Film;Mark Snow;Non;M;COEURS
2014;Meilleure Musique Originale;Martin Wheeler;Oui;M;MICHAEL KOHLHAAS
2007;Meilleure Musique Écrite pour un Film;Matthieu Chedid;Oui;M;NE LE DIS À PERSONNE
2009;Meilleure Musique Écrite pour un Film;Michael Galasso;Oui;M;SÉRAPHINE
1990;Meilleure Musique;Michael Nyman;Non;M;MONSIEUR HIRE
1983;Meilleure Musique;Michel Colombier;Non;M;UNE CHAMBRE EN VILLE
1996;Meilleure Musique;Michel Colombier, Serge Gainsbourg, Zbigniew Preisner;Oui;M;ELISA
1981;Meilleure Musique;Michel Legrand;Non;M;ATLANTIC CITY
1985;Meilleure Musique;Michel Legrand;Non;M;PAROLES ET MUSIQUE
1986;Meilleure Musique;Michel Portal;Non;M;BRAS DE FER
1988;Meilleure Musique;Michel Portal;Oui;M;CHAMP D'HONNEUR
1983;Meilleure Musique;Michel Portal;Oui;M;LE RETOUR DE MARTIN GUERRE
1985;Meilleure Musique;Michel Portal;Oui;M;LES CAVALIERS DE L'ORAGE
1978;Meilleure Musique;Miklos Rozsa;Oui;M;PROVIDENCE
1977;Meilleure Musique;Mort Shuman;Non;M;À NOUS LES PETITES ANGLAISES
2005;Meilleure Musique Écrite pour un Film;Nicola Piovani;Non;M;L'ÉQUIPIER
2010;Meilleure Musique Écrite pour un Film;Nicola Piovani;Non;M;WELCOME
2008;Meilleure Musique Écrite pour un Film;Olivier Bernet;Non;M;PERSÉPOLIS
1990;Meilleure Musique;Oswald d'Andrea;Oui;M;LA VIE ET RIEN D'AUTRE
2000;Meilleure Musique;Patrick Doyle;Non;M;EST-OUEST
1993;Meilleure Musique;Patrick Doyle;Non;M;INDOCHINE
1976;Meilleure Musique;Paul de Senneville, Olivier Toussaint;Non;M;UN LINCEUL N'A PAS DE POCHES
1976;Meilleure Musique;Philippe D'Orléans, Antoine Duhamel;Non;M;QUE LA FÊTE COMMENCE
1999;Meilleure Musique;Philippe Miller;Non;M;JEANNE ET LE GARÇON FORMIDABLE
2006;Meilleure Musique Écrite pour un Film;Philippe Rombi;Non;M;JOYEUX NOËL
2013;Meilleure Musique Originale;Philippe Rombi;Non;M;DANS LA MAISON
2017;Meilleure Musique Originale;Philippe Rombi;Non;M;FRANTZ
1977;Meilleure Musique;Philippe Sarde;Oui;M;BAROCCO / LE JUGE ET L'ASSASSIN
1995;Meilleure Musique;Philippe Sarde;Non;M;LA FILLE DE D'ARTAGNAN
1982;Meilleure Musique;Philippe Sarde;Non;M;LA GUERRE DU FEU
1998;Meilleure Musique;Philippe Sarde;Non;M;LE BOSSU
1978;Meilleure Musique;Philippe Sarde;Non;M;LE CRABE-TAMBOUR
1983;Meilleur Acteur;Philippe Léotard;Oui;M;LA BALANCE
1978;Meilleur Acteur dans un Second Rôle;Philippe Léotard;Non;M;LE JUGE FAYARD DIT "LE SHÉRIFF"
1988;Meilleure Musique;Philippe Sarde;Non;M;LES INNOCENTS
1996;Meilleure Musique;Philippe Sarde;Non;M;NELLY ET MR ARNAUD
1980;Meilleure Musique;Philippe Sarde;Non;M;TESS
1979;Meilleure Musique;Philippe Sarde;Non;M;UNE HISTOIRE SIMPLE
2011;Meilleure Musique Écrite pour un Film;Philippe Sarde;Non;M;LA PRINCESSE DE MONTPENSIER
1990;Meilleur Acteur;Philippe Noiret;Oui;M;LA VIE ET RIEN D'AUTRE
1976;Meilleur Acteur;Philippe Noiret;Oui;M;LE VIEUX FUSIL
1985;Meilleur Acteur;Philippe Noiret;Non;M;LES RIPOUX
1982;Meilleur Acteur;Philippe Noiret;Non;M;COUP DE TORCHON
1981;Meilleur Acteur;Philippe Noiret;Non;M;PILE OU FACE
2012;Meilleure Musique Originale;Philippe Schoeller;Non;M;L'EXERCICE DE L'ETAT
2000;Meilleure Musique;Pierre Bachelet;Non;M;LES ENFANTS DU MARAIS
1979;Meilleure Musique;Pierre Jansen;Non;M;VIOLETTE NOZIÈRE
2016;Meilleure Musique Originale;Raphaël;Non;M;LES COWBOYS
2009;Meilleure Musique Écrite pour un Film;Reinhardt Wagner;Non;M;FAUBOURG 36
1997;Meilleure Musique;René-Marc Bini;Non;M;LES CAPRICES D'UN FLEUVE
1993;Meilleure Musique;René-Marc Bini;Non;M;LES NUITS FAUVES
2013;Meilleure Musique Originale;Rob, Emmanuel d'Orlando;Non;M;POPULAIRE
2001;Meilleure Musique;Seihk Ahmad Al Tuni, La Caita, Tony Gatlif, Tomatito;Oui;Mixte;VENGO
1984;Meilleure Musique;Serge Gainsbourg;Non;M;EQUATEUR
1977;Meilleure Musique;Serge Gainsbourg;Non;M;JE T'AIME MOI NON PLUS
1981;Meilleure Musique;Serge Gainsbourg;Non;M;JE VOUS AIME
1987;Meilleure Musique;Serge Gainsbourg;Non;M;TENUE DE SOIRÉE
2009;Meilleure Musique Écrite pour un Film;Sinclair;Non;M;LE PREMIER JOUR DU RESTE DE TA VIE
2017;Meilleure Musique Originale;Sophie Hunger;Non;F;MA VIE DE COURGETTE
2004;Meilleure Musique Écrite pour un Film;Stephan Eicher;Non;M;MONSIEUR N.
2016;Meilleure Musique Originale;Stephen Warbeck;Non;M;MON ROI
1999;Meilleure Musique;Tony Gatlif;Oui;M;GADJO DILO
2005;Meilleure Musique Écrite pour un Film;Tony Gatlif, Delphine Mantoulet;Non;Mixte;EXILS
1982;Meilleure Musique;Vladimir Cosma;Oui;M;DIVA
1978;Meilleure Musique;Vladimir Cosma;Non;M;L'ANIMAL
1997;Meilleur Acteur;Philippe Torreton;Oui;M;CAPITAINE CONAN
2012;Meilleur Acteur;Philippe Torreton;Non;M;PRÉSUMÉ COUPABLE
2005;Meilleur Acteur;Philippe Torreton;Non;M;L'ÉQUIPIER
2000;Meilleur Acteur;Philippe Torreton;Non;M;ÇA COMMENCE AUJOURD'HUI
1980;Meilleure Musique;Vladimir Cosma;Non;M;LA DÉROBADE
1991;Meilleure Musique;Vladimir Cosma;Non;M;LA GLOIRE DE MON PÈRE ET LE CHÂTEAU DE MA MÈRE
1984;Meilleure Musique;Vladimir Cosma;Oui;M;LE BAL
1983;Meilleure Musique;Vladimir Cosma, Francis Lai;Non;M;LA BOUM 2
2016;Meilleure Musique Originale;Warren Ellis;Oui;M;MUSTANG
2003;Meilleure Musique Écrite pour un Film;Wojciech Kilar;Oui;M;LE PIANISTE
2002;Meilleure Musique Écrite pour un Film;Yann Tiersen;Oui;M;LE FABULEUX DESTIN D'AMÉLIE POULAIN
2011;Meilleure Musique Écrite pour un Film;Yarol Poupaud;Non;M;BUS PALLADIUM
1994;Meilleure Musique;Zbigniew Preisner;Non;M;BLEU
1992;Meilleure Musique;Zbigniew Preisner;Non;M;LA DOUBLE VIE DE VÉRONIQUE
1994;Meilleur Acteur;Pierre Arditi;Oui;M;SMOKING/NO SMOKING
1987;Meilleur Acteur dans un Second Rôle;Pierre Arditi;Oui;M;MÉLO
1995;Meilleure Musique;Zbigniew Preisner;Oui;M;TROIS COULEURS ROUGE
2008;Meilleure Musique Écrite pour un Film;Zbigniew Preisner;Non;M;UN SECRET
2017;Meilleur Acteur;Pierre Deladonchamps;Non;M;LE FILS DE JEAN
2009;Meilleure Photo;Agnès Godard;Non;F;HOME
2004;Meilleure Photo;Agnès Godard;Non;F;LES ÉGARÉS
2001;Meilleure Photo;Agnès Godard;Oui;F;BEAU TRAVAIL
1999;Meilleure Photo;Agnès Godard;Non;F;LA VIE RÊVÉE DES ANGES
1978;Meilleure Photo;Andreas Winding;Non;M;L'IMPRÉCATEUR
1998;Meilleure Photo;Benoît Delhomme;Non;M;ARTEMISIA
1995;Meilleure Photo;Bernard Lutic;Non;M;LE COLONEL CHABERT
1981;Meilleure Photo;Bernard Zitzermann;Non;M;LA BANQUIÈRE
1979;Meilleure Photo;Bernard Zitzermann;Oui;M;MOLIÈRE
2011;Meilleure Photo;Bruno de Keyzer;Non;M;LA PRINCESSE DE MONTPENSIER
1990;Meilleure Photo;Bruno de Keyzer;Non;M;LA VIE ET RIEN D'AUTRE
1985;Meilleure Photo;Bruno de Keyzer;Oui;M;UN DIMANCHE À LA CAMPAGNE
2005;Meilleure Photo;Bruno Delbonnel;Oui;M;UN LONG DIMANCHE DE FIANÇAILLES
2002;Meilleure Photo;Bruno Delbonnel;Non;M;LE FABULEUX DESTIN D'AMÉLIE POULAIN
1987;Meilleure Photo;Bruno Nuytten;Non;M;JEAN DE FLORETTE
1985;Meilleure Photo;Bruno Nuytten;Non;M;FORT SAGANNE
1984;Meilleure Photo;Bruno Nuytten;Oui;M;TCHAO PANTIN
1982;Meilleure Photo;Bruno Nuytten;Non;M;GARDE À VUE
1980;Meilleure Photo;Bruno Nuytten;Non;M;LES SOEURS BRONTË
1977;Meilleure Photo;Bruno Nuytten;Oui;M;BAROCCO / LA MEILLEURE FAÇON DE MARCHER
1989;Meilleure Photo;Carlo Varini;Non;M;LE GRAND BLEU
1986;Meilleure Photo;Carlo Varini;Non;M;SUBWAY
2017;Meilleure Photo;Caroline Champetier;Non;F;LES INNOCENTES
2013;Meilleure Photo;Caroline Champetier;Non;F;HOLY MOTORS
2011;Meilleure Photo;Caroline Champetier;Oui;F;DES HOMMES ET DES DIEUX
1987;Meilleure Photo;Charlie Van Damme;Non;M;MÉLO
2017;Meilleure Photo;Christophe Beaucarne;Non;M;MAL DE PIERRES
2015;Meilleure Photo;Christophe Beaucarne;Non;M;LA BELLE ET LA BÊTE
2011;Meilleure Photo;Christophe Beaucarne;Non;M;TOURNÉE
2010;Meilleure Photo;Christophe Beaucarne;Non;M;COCO AVANT CHANEL
2016;Meilleure Photo;Christophe Offenstein;Oui;M;VALLEY OF LOVE
2007;Meilleure Photo;Christophe Offenstein;Non;M;NE LE DIS À PERSONNE
2014;Meilleure Photo;Claire Mathon;Non;F;L'INCONNU DU LAC
1982;Meilleure Photo;Claude Agostini;Non;M;LA GUERRE DU FEU
1977;Meilleure Photo;Claude Renoir;Non;M;DOCTEUR FRANÇOISE GAILLAND
1977;Meilleure Photo;Claude Renoir;Non;M;UNE FEMME FIDÈLE
2013;Meilleure Photo;Darius Khondji;Non;M;AMOUR
1996;Meilleure Photo;Darius Khondji;Non;M;LA CITÉ DES ENFANTS PERDUS
1992;Meilleure Photo;Darius Khondji;Non;M;DELICATESSEN
2016;Meilleure Photo;David Chizallet;Non;M;MUSTANG
1983;Meilleure Photo;Edmond Richard;Non;M;LES MISÉRABLES
1991;Meilleure Photo;Eduardo Serra;Non;M;LE MARI DE LA COIFFEUSE
2016;Meilleure Photo;Eponine Momenceau;Non;F;DHEEPAN
2010;Meilleure Photo;Eric Gautier;Non;M;LES HERBES FOLLES
2015;Meilleur Acteur;Pierre Niney;Oui;M;YVES SAINT LAURENT
2017;Meilleur Acteur;Pierre Niney;Non;M;FRANTZ
2009;Meilleure Photo;Eric Gautier;Non;M;UN CONTE DE NOËL
2007;Meilleure Photo;Eric Gautier;Non;M;COEURS
2006;Meilleure Photo;Eric Gautier;Non;M;GABRIELLE
2005;Meilleure Photo;Eric Gautier;Non;M;CLEAN
2001;Meilleure Photo;Eric Gautier;Non;M;LES DESTINÉES SENTIMENTALES
1999;Meilleure Photo;Eric Gautier;Oui;M;CEUX QUI M'AIMENT PRENDRONT LE TRAIN
2009;Meilleur Acteur dans un Second Rôle;Pierre Vaneck;Non;M;DEUX JOURS À TUER
2000;Meilleure Photo;Eric Guichard, Jean-Paul Meurisse;Oui;M;HIMALAYA L'ENFANCE D'UN CHEF
1977;Meilleure Photo;Etienne Becker;Non;M;LE JOUET
1977;Meilleure Photo;Etienne Becker;Non;M;POLICE PYTHON 357
1976;Meilleure Photo;Etienne Becker;Non;M;LE VIEUX FUSIL
1993;Meilleure Photo;François Catonné;Oui;M;INDOCHINE
2008;Meilleure Photo;Gérard de Battista;Non;M;UN SECRET
1980;Meilleure Photo;Ghislain Cloquet;Oui;M;TESS
1992;Meilleure Photo;Gilles Henry, Emmanuel Machuel;Non;M;VAN GOGH
2008;Meilleure Photo;Giovanni Fiore Coltellacci;Non;M;L'ENNEMI INTIME
2016;Meilleure Photo;Glynn Speeckaert;Non;M;MARGUERITE
2010;Meilleure Photo;Glynn Speeckaert;Non;M;À L'ORIGINE
2017;Meilleure Photo;Guillaume Deffontaines;Non;M;MA LOUTE
2013;Meilleure Photo;Guillaume Schiffman;Non;M;POPULAIRE
2012;Meilleure Photo;Guillaume Schiffman;Oui;M;THE ARTIST
2011;Meilleure Photo;Guillaume Schiffman;Non;M;GAINSBOURG (VIE HÉROÏQUE)
2007;Meilleure Photo;Guillaume Schiffman;Non;M;OSS 117 - LE CAIRE NID D'ESPIONS
1983;Meilleure Photo;Henri Alekan;Oui;M;LA TRUITE
2016;Meilleure Photo;Irina Lubtchansky;Non;F;TROIS SOUVENIRS DE MA JEUNESSE
2008;Meilleure Photo;Janusz Kaminski;Non;M;LE SCAPHANDRE ET LE PAPILLON
1979;Meilleure Photo;Jean Boffety;Non;M;UNE HISTOIRE SIMPLE
1986;Meilleure Photo;Jean Penzer;Oui;M;ON NE MEURT QUE DEUX FOIS
1983;Meilleure Photo;Jean Penzer;Non;M;UNE CHAMBRE EN VILLE
1982;Meilleure Photo;Jean Penzer;Non;M;MALEVIL
1980;Meilleure Photo;Jean Penzer;Non;M;BUFFET FROID
1998;Meilleure Photo;Jean-François Robin;Non;M;LE BOSSU
2005;Meilleure Photo;Jean-Marie Dreujou;Non;M;DEUX FRÈRES
2000;Meilleure Photo;Jean-Marie Dreujou;Non;M;LA FILLE SUR LE PONT
1997;Meilleure Photo;Jean-Marie Dreujou;Non;M;LES CAPRICES D'UN FLEUVE
1987;Meilleure Photo;Jean-Yves Escoffier;Non;M;MAUVAIS SANG
2014;Meilleure Photo;Jeanne Lapoirie;Non;F;MICHAEL KOHLHAAS
2003;Meilleure Photo;Jeanne Lapoirie;Non;F;8 FEMMES
1977;Meilleure Photo;Jerry Fisher;Non;M;MONSIEUR KLEIN
2015;Meilleure Photo;Josée Deshaies;Non;F;SAINT LAURENT
2012;Meilleure Photo;Josée Deshaies;Non;F;L'APOLLONIDE, SOUVENIRS DE LA MAISON CLOSE
2012;Meilleure Photo;Julien Hirsch;Non;M;L'EXERCICE DE L'ETAT
2007;Meilleure Photo;Julien Hirsch;Oui;M;LADY CHATTERLEY
2009;Meilleure Photo;Laurent Brunet;Oui;M;SÉRAPHINE
2010;Meilleure Photo;Laurent Dailland;Non;M;WELCOME
1999;Meilleure Photo;Laurent Dailland;Non;M;PLACE VENDÔME
2014;Meilleure Photo;Mark Ping Bing Lee;Non;M;RENOIR
2012;Meilleure Photo;Mathieu Vadepied;Non;M;INTOUCHABLES
2002;Meilleure Photo;Mathieu Vadepied;Non;M;SUR MES LÈVRES
1981;Meilleure Photo;Nestor Almendros;Oui;M;LE DERNIER MÉTRO
1980;Meilleure Photo;Nestor Almendros;Non;M;PERCEVAL LE GALLOIS
1979;Meilleure Photo;Nestor Almendros;Non;M;LA CHAMBRE VERTE
2017;Meilleure Photo;Pascal Marti;Oui;M;FRANTZ
1986;Meilleure Photo;Pasqualino de Santis;Non;M;HAREM
1985;Meilleure Photo;Pasqualino de Santis;Non;M;CARMEN
2007;Meilleure Photo;Patrick Blossier;Non;M;INDIGÈNES
2003;Meilleure Photo;Patrick Blossier;Non;M;AMEN
1988;Meilleure Photo;Patrick Blossier;Non;M;MISS MONA
2011;Meilleure Photo;Pawel Edelman;Non;M;THE GHOST WRITER
2003;Meilleure Photo;Pawel Edelman;Oui;M;LE PIANISTE
1995;Meilleure Photo;Philippe Rousselot;Oui;M;LA REINE MARGOT
1990;Meilleure Photo;Philippe Rousselot;Non;M;TROP BELLE POUR TOI
1989;Meilleure Photo;Philippe Rousselot;Non;M;L'OURS
1987;Meilleure Photo;Philippe Rousselot;Oui;M;THÉRÈSE
1984;Meilleure Photo;Philippe Rousselot;Non;M;LA LUNE DANS LE CANIVEAU
1982;Meilleure Photo;Philippe Rousselot;Oui;M;DIVA
2015;Meilleur Acteur dans un Second Rôle;Reda Kateb;Oui;M;HIPPOCRATE
2012;Meilleure Photo;Pierre Aïm;Non;M;POLISSE
2004;Meilleure Photo;Pierre Aïm;Non;M;MONSIEUR N.
1996;Meilleure Photo;Pierre Aïm;Non;M;LA HAINE
1991;Meilleure Photo;Pierre Lhomme;Oui;M;CYRANO DE BERGERAC
1989;Meilleure Photo;Pierre Lhomme;Oui;M;CAMILLE CLAUDEL
1984;Meilleure Photo;Pierre Lhomme;Non;M;MORTELLE RANDONNÉE
1979;Meilleure Photo;Pierre Lhomme;Non;M;JUDITH THERPAUVE
1978;Meilleure Photo;Pierre Lhomme;Non;M;DITES-LUI QUE JE L'AIME
1976;Meilleure Photo;Pierre Lhomme;Non;M;LA CHAIR DE L'ORCHIDÉE
1976;Meilleure Photo;Pierre Lhomme;Non;M;LE SAUVAGE
1981;Meilleure Photo;Pierre-William Glenn;Non;M;LA MORT EN DIRECT
1983;Meilleure Photo;Raoul Coutard;Non;M;PASSION
1978;Meilleure Photo;Raoul Coutard;Oui;M;LE CRABE-TAMBOUR
1994;Meilleure Photo;Renato Berta;Non;M;SMOKING/NO SMOKING
1988;Meilleure Photo;Renato Berta;Oui;M;AU REVOIR LES ENFANTS
1986;Meilleure Photo;Renato Berta;Non;M;RENDEZ-VOUS
1984;Meilleure Photo;Ricardo Aronovich;Non;M;LE BAL
1978;Meilleure Photo;Ricardo Aronovich;Non;M;PROVIDENCE
1993;Meilleure Photo;Robert Fraisse;Non;M;L'AMANT
2009;Meilleure Photo;Robert Gantz;Non;M;MESRINE (1ÈRE PARTIE L'INSTINCT DE MORT / 2E PARTIE L'ENNEMI PUBLIC N°1)
2013;Meilleure Photo;Romain Winding;Oui;M;LES ADIEUX À LA REINE
1985;Meilleure Photo;Sacha Vierny;Non;M;L'AMOUR À MORT
1981;Meilleure Photo;Sacha Vierny;Non;M;MON ONCLE D'AMÉRIQUE
1994;Meilleure Photo;Slawomir Idziak;Non;M;BLEU
2015;Meilleure Photo;Sofian El Fani;Oui;M;TIMBUKTU
1989;Meilleur Acteur;Richard Anconina;Non;M;ITINÉRAIRE D'UN ENFANT GÂTÉ
1984;Meilleur Acteur dans un Second Rôle;Richard Anconina;Oui;M;TCHAO PANTIN
2014;Meilleure Photo;Sofian El Fani;Non;M;LA VIE D'ADÈLE CHAPITRES 1 & 2
1993;Meilleur Acteur;Richard Berry;Non;M;LE PETIT PRINCE A DIT
1988;Meilleur Acteur;Richard Bohringer;Oui;M;LE GRAND CHEMIN
1985;Meilleur Acteur dans un Second Rôle;Richard Bohringer;Oui;M;L'ADDITION
2017;Meilleure Photo;Stéphane Fontaine;Non;M;ELLE
2013;Meilleure Photo;Stéphane Fontaine;Non;M;DE ROUILLE ET D'OS
2010;Meilleure Photo;Stéphane Fontaine;Oui;M;UN PROPHÈTE
2006;Meilleure Photo;Stéphane Fontaine;Oui;M;DE BATTRE MON COEUR S'EST ARRÊTÉ
2008;Meilleure Photo;Tetsuo Nagata;Oui;M;LA MÔME
2002;Meilleure Photo;Tetsuo Nagata;Oui;M;LA CHAMBRE DES OFFICIERS
2004;Meilleure Photo;Thierry Arbogast;Oui;M;BON VOYAGE
2001;Meilleure Photo;Thierry Arbogast;Non;M;LES RIVIÈRES POURPRES
2000;Meilleure Photo;Thierry Arbogast;Non;M;JEANNE D'ARC
1998;Meilleure Photo;Thierry Arbogast;Oui;M;LE CINQUIÈME ÉLÉMENT
1997;Meilleure Photo;Thierry Arbogast;Non;M;RIDICULE
1996;Meilleure Photo;Thierry Arbogast;Oui;M;LE HUSSARD SUR LE TOIT
1995;Meilleure Photo;Thierry Arbogast;Non;M;LÉON
1991;Meilleure Photo;Thierry Arbogast;Non;M;NIKITA
1997;Meilleure Photo;Thierry Machado, Claude Nuridsany, Marie Pérennou, Hughes Ryffel;Oui;Mixte;MICROCOSMOS
2015;Meilleure Photo;Thomas Hardmeier;Non;M;YVES SAINT LAURENT
1990;Meilleur Acteur dans un Second Rôle;Robert Hirsch;Oui;M;HIVER 54, L'ABBÉ PIERRE
2014;Meilleure Photo;Thomas Hardmeier;Oui;M;L'EXTRAVAGANT VOYAGE DU JEUNE ET PRODIGIEUX T.S. SPIVET
1986;Meilleur Acteur;Robin Renucci;Non;M;ESCALIER C
2009;Meilleure Photo;Tom Stern;Non;M;FAUBOURG 36
2006;Meilleure Photo;William Lubtchansky;Non;M;LES AMANTS RÉGULIERS
1988;Meilleure Photo;Willy Kurant;Non;M;SOUS LE SOLEIL DE SATAN
2015;Meilleure Photo;Yorick Le Saux;Non;M;SILS MARIA
2008;Meilleure Photo;Yves Angelo;Non;M;LE DEUXIÈME SOUFFLE
1994;Meilleure Photo;Yves Angelo;Oui;M;GERMINAL
1990;Meilleur Acteur dans un Second Rôle;Roland Blanche;Non;M;TROP BELLE POUR TOI
1993;Meilleure Photo;Yves Angelo;Non;M;L'ACCOMPAGNATRICE
2015;Meilleur Acteur;Romain Duris;Non;M;UNE NOUVELLE AMIE
2011;Meilleur Acteur;Romain Duris;Non;M;L'ARNACOEUR
2006;Meilleur Acteur;Romain Duris;Non;M;DE BATTRE MON COEUR S'EST ARRÊTÉ
1993;Meilleure Photo;Yves Angelo;Non;M;UN COEUR EN HIVER
1992;Meilleure Photo;Yves Angelo;Oui;M;TOUS LES MATINS DU MONDE
1990;Meilleure Photo;Yves Angelo;Oui;M;NOCTURNE INDIEN
1976;Meilleure Photo;Zven Nyvkist;Oui;M;BLACK MOON
1994;Meilleure Première Oeuvre;LE FILS DU REQUIN;Non;F;réalisé par Agnès Merlet
1998;Meilleure Première Oeuvre;MA VIE EN ROSE;Non;M;réalisé par Alain Berliner
1998;Meilleure Première Oeuvre;DIDIER;Oui;M;réalisé par Alain Chabat
1997;Meilleure Première Oeuvre;BERNIE;Non;M;réalisé par Albert Dupontel
1979;Meilleure Actrice;Romy Schneider;Oui;F;UNE HISTOIRE SIMPLE
1976;Meilleure Actrice;Romy Schneider;Oui;F;L'IMPORTANT C'EST D'AIMER
1983;Meilleure Actrice;Romy Schneider;Non;F;LA PASSANTE DU SANS-SOUCI
1980;Meilleure Actrice;Romy Schneider;Non;F;CLAIR DE FEMME
1977;Meilleure Actrice;Romy Schneider;Non;F;UNE FEMME À SA FENÊTRE
1991;Meilleure Première Oeuvre;MADO POSTE RESTANTE;Non;M;réalisé par Alexandre Adabachian
1984;Meilleure Première Oeuvre;LE DESTIN DE JULIETTE;Non;F;réalisé par Aline Issermann
1985;Meilleure Première Oeuvre;SOUVENIRS, SOUVENIRS;Non;M;réalisé par Ariel Zeïtoun
1993;Meilleure Première Oeuvre;LA SENTINELLE;Non;M;réalisé par Arnaud Desplechin
2009;Meilleur Acteur dans un Second Rôle;Roschdy Zem;Non;M;LA FILLE DE MONACO
2006;Meilleur Acteur dans un Second Rôle;Roschdy Zem;Non;M;LE PETIT LIEUTENANT
2000;Meilleur Acteur dans un Second Rôle;Roschdy Zem;Non;M;MA PETITE ENTREPRISE
1986;Meilleure Première Oeuvre;HAREM;Non;M;réalisé par Arthur Joffé
2000;Meilleure Première Oeuvre;LES CONVOYEURS ATTENDENT;Non;M;réalisé par Benoît Mariage
1984;Meilleure Première Oeuvre;LA TRACE;Non;M;réalisé par Bernard Favre
1992;Meilleure Première Oeuvre;L'AUTRE;Non;M;réalisé par Bernard Giraudeau
1998;Meilleure Première Oeuvre;LES DÉMONS DE JÉSUS;Non;M;réalisé par Bernie Bonvoisin
2002;Meilleur Acteur dans un Second Rôle;Rufus;Non;M;LE FABULEUX DESTIN D'AMÉLIE POULAIN
1987;Meilleure Actrice;Sabine Azéma;Oui;F;MÉLO
1985;Meilleure Actrice;Sabine Azéma;Oui;F;UN DIMANCHE À LA CAMPAGNE
